,Symbol,Data_Found,Price,Short_MA,Long_MA,RSI,RSI_Signal,ROC,MACD,Signal_Line,Stoch_K,Stoch_D,Bandwidth,Hist_Low_BW,Volume,Vol_Short,Vol_Long,Status,setup_type,Summary,Trend_OK,RSI_OK,Squeeze_OK,MACD_OK,vol_rising,Issue
3594,SRGHFL,True,263.15,283.06,308.56,44.8,40.28,-2.23,-5.31,-5.78,31.08,46.28,9.71,3.56,264.0,1201.1160883779073,2895.5063926287157,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3595,SRHHYPOLTD,True,487.5,542.36,595.56,24.92,37.11,-4.68,-14.79,-12.18,18.2,14.09,13.5,6.62,14677.0,12164.041205123278,9191.347004460073,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3596,SRICC,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3597,SRIKPRIND,True,23.15,25.08,27.27,33.67,44.74,-7.88,-0.23,-0.04,2.21,12.99,15.37,9.61,4779.0,3993.4077108270917,5372.442876072821,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3598,SRINACHA,True,29.86,32.33,34.57,38.47,35.82,-14.88,-1.25,-0.95,42.86,27.59,29.32,8.55,16.0,259.05368031318636,747.6415015386866,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3599,SRM,True,524.95,555.86,478.37,28.42,33.23,-10.23,-15.23,-3.53,36.06,14.14,28.92,7.67,628809.0,329918.67436988663,196799.69414773415,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3600,SRMCL,True,42.8,46.68,51.86,34.81,24.82,-1.47,-2.35,-2.08,40.02,16.13,31.36,6.69,4574.0,2200.396571932768,1569.4316402504255,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3601,SRMENERGY,True,21.34,22.79,16.92,0.0,28.71,-23.13,-0.16,0.85,0.0,0.0,37.06,17.12,1010.0,730.7827836316303,4501.599160411694,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3602,SRUSTEELS,True,3.4,5.03,5.57,13.26,22.74,-34.36,-0.32,-0.14,6.09,11.52,45.09,5.42,2751184.0,1214852.5920865852,506823.6719760864,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3603,SSDL,True,78.48,84.07,94.93,26.51,34.39,-3.44,-1.47,-1.3,19.25,18.21,8.38,2.55,21511.0,20991.727037592907,23975.65973213865,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3604,SSFLPP,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3605,SSLEL,True,246.0,240.95,258.28,54.61,53.04,0.68,0.55,0.52,35.56,31.96,7.44,4.87,1050.0,1067.3875486845714,1916.4276100882132,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3606,SSPDL,True,14.0,15.64,18.18,36.24,37.86,-6.54,-0.57,-0.56,45.63,35.75,19.1,11.01,320.0,636.1831170579421,2016.9052211412154,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3607,SSWL,True,185.95,209.74,218.0,25.12,21.69,-3.67,-7.34,-7.2,11.69,12.97,16.16,7.89,1038737.0,447324.2437020459,279486.4519820227,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3608,SSWRL,True,26.99,27.05,30.24,50.45,40.17,6.05,-0.47,-0.51,45.2,26.34,14.24,7.52,622.0,794.8267255936673,1376.443131644304,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3609,STALLION,True,203.0,218.95,170.57,49.03,32.97,3.26,-18.15,-22.24,78.34,58.96,41.27,9.26,41976.0,33943.11114477445,79100.98238712523,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3610,STANCAP,True,0.51,0.55,0.63,25.0,26.38,0.0,-0.01,-0.01,20.0,14.07,29.05,6.99,8040167.0,6024474.066248517,6853783.835031082,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3611,STANLEY,True,228.0,256.79,309.98,38.12,25.23,1.67,-10.64,-12.63,25.1,17.21,13.33,3.57,56845.0,90630.34784682938,129215.91079805656,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3612,STANPACK,True,11.89,13.09,13.35,29.51,34.33,-3.8,-0.45,-0.41,11.26,21.41,31.91,8.99,64.0,718.4090970241157,2206.030503836875,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3613,STANROS,True,67.61,70.26,72.9,51.01,53.16,-2.57,-0.09,0.12,30.43,48.76,11.41,4.24,1.0,112.7779203884872,260.6963758550605,FAIL,NONE,Downtrend | No Squeeze | MACD Wait | Vol Trend Weak,False,True,False,False,False,
3614,STAR,True,885.2,886.93,822.63,33.52,36.6,-0.06,-4.1,2.51,37.31,16.79,14.61,6.78,471864.0,319051.82309068076,402845.17693419545,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3615,STARCEMENT,True,220.4,240.46,237.42,36.28,28.07,-2.67,-7.36,-7.6,36.65,24.4,9.69,3.17,106810.0,167385.79866351618,192942.8812813012,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3616,STARCOM,False,,,,,,,,,,,,,,,,,,,,,,,,136093700
3617,STARDELTA,True,607.0,616.39,677.23,34.85,45.35,-2.22,-1.75,3.85,30.78,21.16,16.68,5.37,1641.0,1839.4996088716816,5894.4353224966335,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3618,STARHEALTH,True,470.4,479.56,454.45,25.38,30.39,-5.21,-6.33,-1.98,27.8,14.0,15.48,4.16,998405.0,1039643.804534959,825757.688083376,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3619,STARHFL,True,9.84,15.42,23.45,15.85,8.99,-37.84,-2.08,-1.72,18.33,12.75,92.55,5.28,74422.0,235115.9344785132,336238.95228056173,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3620,STARLENT,True,3.48,3.49,4.71,58.96,68.29,10.48,0.09,-0.0,80.23,85.27,40.08,2.87,630526.0,1285791.5646328465,2237426.184149343,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3621,STARLOG,True,40.87,47.77,57.53,33.47,29.46,-4.8,-3.05,-3.3,52.29,46.47,36.22,9.66,1976.0,3062.135861384429,5189.727860754906,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3622,STARPAPER,True,161.54,166.15,174.48,19.73,39.47,-1.3,-1.02,-0.79,13.08,22.46,5.77,3.78,3341.0,5373.038796706434,5345.91205943199,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3623,STARSOURCE,True,105.0,116.16,117.81,43.97,41.88,0.14,-3.45,-3.42,31.45,41.51,25.36,9.93,576.0,351.86280160413844,352.14079070609444,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3624,STARTECK,True,290.0,297.7,303.15,42.03,26.65,-1.39,-6.3,-5.11,61.68,27.56,13.25,2.52,10902.0,10504.952370894294,11962.58822175734,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3625,STCINDIA,True,109.19,124.01,132.69,21.11,15.29,-7.42,-5.22,-4.21,17.03,10.57,21.89,6.19,49762.0,43165.25033912367,46334.216155059185,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3626,STCORP,True,4.15,5.14,6.25,19.41,24.02,-17.0,-0.27,-0.2,3.45,2.43,30.95,4.79,4264.0,16940.57828169462,13496.777991828605,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3627,STDBAT,True,49.35,54.44,61.6,30.28,33.75,-3.39,-1.42,-1.26,18.24,26.33,14.53,4.95,1011.0,1195.803090562385,1484.992298134763,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3628,STDSFAC,True,52.89,53.97,54.08,48.89,49.28,2.86,-0.41,-0.42,67.98,54.22,8.95,7.05,305.0,353.1549567978653,579.6078990070469,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3629,STEELCAS,True,214.87,218.57,209.7,36.14,48.65,-1.42,-0.89,-0.42,39.11,34.97,6.09,6.06,55794.0,65488.55536242023,97971.67348291731,FAIL,NONE,Downtrend | Low RSI | MACD Wait | Vol Trend Weak,False,False,True,False,False,
3630,STEELCITY,True,99.13,98.48,102.86,60.26,51.05,8.73,-0.09,-0.74,84.77,81.07,8.0,2.88,22932.0,19877.786537195003,12752.992828875567,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
3631,STEELCO,False,,,,,,,,,,,,,,,,,,,,,,,,128102148
3632,STEELXIND,True,8.4,9.23,9.57,26.92,39.17,-3.56,-0.26,-0.26,24.35,22.36,8.75,3.37,770546.0,799966.0311603894,1020005.3557492491,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3633,STEL,True,553.0,474.06,444.07,63.13,75.44,10.87,32.51,27.32,53.64,53.19,34.52,4.26,13857.0,38938.49294203961,29543.11920287148,FAIL,NONE,No Squeeze,True,True,False,True,True,
3634,STELLANT,True,368.2,291.28,151.35,,,0.0,24.84,31.79,,,0.0,0.0,581.0,1720.839575834166,6642.112471085795,FAIL,NONE,Low RSI | MACD Wait | Vol Trend Weak,True,False,True,False,False,
3635,STEP2COR,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3636,STERPOW,True,28.79,32.32,39.96,12.29,26.38,-8.92,-0.93,-0.64,14.14,14.91,16.46,4.38,2061.0,2450.444476446282,2828.2408635352153,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3637,STERTOOLS,True,273.0,298.43,357.98,35.87,35.43,-3.79,-8.29,-7.74,39.45,20.39,15.59,4.42,48278.0,45584.94710115212,51815.27039083607,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3638,STHINPA,True,83.15,81.96,84.95,37.63,64.84,-2.87,1.26,1.64,14.44,31.48,8.79,4.92,16747.0,19635.037340224924,39165.2536033444,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3639,STL,True,10.16,11.01,12.75,35.5,21.79,0.0,-0.41,-0.42,53.94,31.55,23.98,3.86,67790.0,44239.511503596,41952.564927584936,FAIL,NONE,Downtrend | Low RSI | No Squeeze,False,False,False,True,True,
3640,STLNETWORK,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3641,STLSTRINF,True,21.02,24.03,26.44,37.58,43.39,-12.34,-0.64,-0.52,0.4,23.5,17.79,4.85,2124.0,1617.9974688814693,2117.416300181655,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3642,STLTECH,True,96.94,111.09,96.83,23.14,27.21,-8.23,-4.85,-3.81,19.26,7.88,25.11,8.32,1293347.0,1079841.5530738914,1130371.574156489,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3643,STOVACQ,True,2071.0,2109.46,2380.37,56.73,35.88,2.52,-29.52,-36.82,84.2,42.75,7.78,3.28,929.0,565.8254693828093,458.9775235231057,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
3644,STOVEKRAFT,True,589.0,642.47,671.75,39.87,32.66,-5.44,-23.87,-22.17,42.66,19.99,13.36,6.22,86418.0,87721.08273876205,101354.34557301087,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3645,STRAEXPO,False,,,,,,,,,,,,,,,,,,,,,,,,138658052
3646,STRATMONT,True,64.0,70.63,87.41,45.72,46.32,0.63,-0.96,-1.12,17.12,51.11,12.35,8.99,6228.0,2692.8319808755946,1982.9378610476729,FAIL,NONE,Downtrend | Low RSI | No Squeeze,False,False,False,True,True,
3647,STRGRENWO,True,30.58,31.65,37.54,51.34,43.32,7.98,-0.75,-1.01,53.07,34.45,16.72,7.5,369.0,475.19717724645085,680.0281461214015,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3648,STUDDS,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3649,STURDY,False,,,,,,,,,,,,,,,,,,,,,,,,135836420
3650,STYL,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3651,STYLAMIND,True,2155.1,1988.54,1899.37,58.89,60.73,-1.07,45.42,42.28,75.13,67.41,15.88,5.41,50532.0,63154.25648095062,84553.65351967531,FAIL,NONE,No Squeeze | Vol Trend Weak,True,True,False,True,False,
3652,STYLEBAAZA,True,282.2,308.56,310.47,41.82,32.42,-4.37,-11.62,-10.86,48.1,23.83,15.47,4.27,371445.0,211135.68946369638,235733.72247174292,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3653,STYRENIX,True,2080.0,2273.07,2613.21,54.66,31.47,2.19,-72.87,-83.94,62.35,47.44,18.41,2.76,26894.0,25877.886369569387,38549.71071032348,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3654,SUBEXLTD,True,11.85,12.57,14.54,27.7,30.67,-1.0,-0.3,-0.25,31.07,16.44,16.75,4.87,999819.0,1086556.3124003855,1329014.887827202,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3655,SUBROS,True,854.9,937.26,861.36,42.97,34.19,2.13,-34.81,-40.76,41.27,41.71,10.01,10.01,54756.0,80656.12067693452,117421.77235282755,FAIL,NONE,Downtrend | Low RSI | Vol Trend Weak,False,False,True,True,False,
3656,SUBSM,False,,,,,,,,,,,,,,,,,,,,,,,,135739140
3657,SUCROSA,True,7.39,9.86,12.96,22.79,28.97,-19.15,-0.71,-0.68,6.94,9.03,24.33,7.94,91287.0,53008.77721511299,49437.83517237792,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3658,SUDAI,True,69.0,83.81,76.61,32.39,32.88,-2.27,-4.95,-4.74,8.9,15.65,29.01,12.3,864.0,1982.2242263161547,3092.051456291939,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3659,SUDARSCHEM,True,988.0,1125.43,1190.74,36.7,37.4,-2.26,-44.13,-49.55,38.46,19.97,8.84,4.0,189458.0,141216.35994132492,128596.12991369501,FAIL,NONE,Downtrend | Low RSI | No Squeeze,False,False,False,True,True,
3660,SUDEEPPHRM,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3661,SUDTIND-B,True,59.0,59.12,55.91,51.16,46.39,4.26,-0.11,-0.49,73.68,76.07,11.82,10.0,3110.0,20309.408490056914,86259.53822153465,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3662,SUERYAAKNI,False,,,,,,,,,,,,,,,,,,,,,,,,138321412
3663,SUGALDAM,True,71.11,79.38,84.86,51.47,39.13,-0.75,-2.68,-3.38,41.8,63.41,21.74,14.25,2550.0,2025.113112145041,2204.7898472575703,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3664,SUJALA,True,73.84,71.75,64.69,43.41,53.07,-0.23,0.29,0.86,35.67,27.22,11.12,7.86,131243.0,74162.52846916378,85546.29964213778,FAIL,NONE,Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,True,False,False,False,False,
3665,SUKHJITS,True,151.5,157.97,186.21,45.47,37.71,2.92,-3.02,-3.29,46.93,32.98,8.21,3.92,4642.0,7799.391763651502,8854.897287096039,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3666,SULA,True,219.06,245.34,284.94,17.93,18.83,-5.9,-8.23,-6.74,15.44,6.77,17.32,3.55,333519.0,267372.5146196827,267930.96347183484,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3667,SULABEN,True,2.38,2.84,3.46,18.56,14.83,-5.56,-0.2,-0.18,33.65,26.6,51.13,3.55,67397.0,61324.99657463654,74518.54149350847,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3668,SUMEDHA,True,52.64,52.13,62.65,60.4,44.04,7.98,-0.42,-0.83,89.39,57.58,8.0,3.99,6246.0,6908.485341493378,6134.399261610937,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
3669,SUMEETINDS,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3670,SUMERUIND,True,1.91,2.02,2.15,44.74,46.45,-4.02,-0.03,-0.03,25.0,41.67,6.55,5.76,1361.0,4448.456366903975,6421.164592821096,FAIL,NONE,Downtrend | Low RSI | MACD Wait | Vol Trend Weak,False,False,True,False,False,
3671,SUMICHEM,True,454.55,490.78,524.96,47.58,45.71,0.76,-10.03,-12.42,36.14,45.64,6.67,6.23,197853.0,178461.28280291212,232585.14817058307,FAIL,NONE,Downtrend | Low RSI | Vol Trend Weak,False,False,True,True,False,
3672,SUMIT,True,71.2,82.1,96.7,30.4,26.15,-5.56,-3.72,-3.68,15.67,21.2,25.09,6.42,39970.0,31540.513417184018,41480.038199955554,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3673,SUMMITSEC,True,1949.0,2144.49,2229.37,28.96,28.95,-5.44,-57.88,-44.28,24.54,14.76,14.41,3.89,10682.0,7703.528175500616,7377.180893739712,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3674,SUMUKA,True,205.0,220.57,221.47,31.64,30.58,-5.96,-5.74,-5.05,53.19,48.71,15.82,4.5,40232.0,46067.415536136476,36361.26699083601,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3675,SUNCITYSY,False,,,,,,,,,,,,,,,,,,,,,,,,135883524
3676,SUNCLAY,True,1225.0,1415.65,1837.01,43.53,38.7,-1.48,-61.27,-68.34,22.87,18.38,12.08,5.48,12608.0,12890.055789439299,28698.400896873674,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3677,SUNDARAM,True,1.76,1.87,2.06,32.43,29.79,-3.3,-0.03,-0.03,56.76,43.33,11.7,2.75,827119.0,870701.5046800666,687835.6782562189,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3678,SUNDARMFIN,True,4691.0,4683.32,4697.84,48.51,48.63,-1.53,22.01,26.91,38.09,65.49,3.94,3.81,68036.0,74139.50834501586,65121.12866894133,FAIL,NONE,Downtrend | MACD Wait,False,True,True,False,True,
3679,SUNDRMBRAK,True,671.8,751.6,813.22,21.41,32.63,-8.93,-17.74,-11.75,11.36,14.38,11.87,3.34,2334.0,1896.9150304235652,1881.2457148091928,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3680,SUNDRMFAST,True,935.0,965.65,999.33,43.74,46.01,-3.09,-10.01,-7.97,32.38,16.18,6.97,4.96,91247.0,81200.0956986084,127875.47260326633,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3681,SUNDROP,True,734.9,767.3,820.95,43.24,32.82,-2.47,-11.84,-10.32,53.66,27.63,8.24,5.91,10793.0,6425.198308818929,7795.971969970675,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3682,SUNFLAG,True,255.35,259.74,262.38,59.1,40.4,2.16,-2.52,-3.05,82.21,67.26,9.65,4.85,111456.0,88136.64412087697,99285.4150737445,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3683,SUNGOLD,False,,,,,,,,,,,,,,,,,,,,,,,,136046852
3684,SUNILAGR,True,94.5,92.62,101.19,57.27,45.51,8.5,-0.34,-0.68,100.0,87.88,13.52,8.38,2.0,103.437611173448,237.09149478154265,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3685,SUNLOC,True,68.95,73.15,75.7,47.54,43.43,-3.55,-1.24,-1.2,40.49,29.35,7.57,6.14,551.0,245.51240842401336,611.7960382536589,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3686,SUNPHARMA,True,1774.2,1733.3,1706.21,46.98,70.9,-0.15,24.56,29.63,9.77,36.79,5.92,2.67,2376021.0,2198001.5589089803,2050813.5124355431,FAIL,NONE,Low RSI | No Squeeze | MACD Wait,True,False,False,False,True,
3687,SUNRAJDI,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3688,SUNRAKSHAK,True,214.2,225.85,213.22,28.7,32.0,-1.72,-3.99,-3.86,21.05,29.29,8.44,7.17,4473.0,5805.76619524563,6607.585561663418,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3689,SUNRINV,False,,,,,,,,,,,,,,,,,,,,,,,,128284164
3690,SUNSHIEL,True,989.0,995.67,905.83,33.45,42.04,-5.44,-7.0,7.69,27.64,14.04,25.6,5.74,2738.0,2393.6747003272776,3636.6625842450826,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3691,SUNTECK,True,406.5,427.02,433.39,28.31,34.2,-3.11,-7.79,-5.83,33.84,24.16,12.25,3.04,92615.0,115810.84803012028,140059.45521174415,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3692,SUNTV,True,552.0,558.13,594.27,46.3,46.96,1.68,-2.6,-2.54,47.1,37.09,7.25,4.09,289730.0,197765.64544765675,216660.27039066175,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3693,SUPER,True,730.0,773.48,889.36,25.5,31.45,-4.63,-11.67,-6.43,15.65,11.4,16.49,4.89,111.0,316.28056898485613,578.927362855514,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3694,SUPERBAK,True,32.48,31.58,30.09,55.55,69.62,-1.55,1.04,1.13,40.62,59.27,28.43,7.02,105.0,115.70593145558136,239.43576001397614,FAIL,NONE,No Squeeze | MACD Wait | Vol Trend Weak,True,True,False,False,False,
3695,SUPERHOUSE,True,149.49,158.76,168.82,18.05,36.65,-4.76,-2.85,-1.98,33.71,17.31,11.15,6.5,3152.0,3287.4542215264582,4898.25085341988,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3696,SUPERIOR,True,1.4,1.45,1.55,49.28,49.72,0.72,-0.01,-0.01,52.63,66.67,13.9,11.2,4126.0,13382.956692147181,14306.332940657587,FAIL,NONE,Downtrend | No Squeeze | MACD Wait | Vol Trend Weak,False,True,False,False,False,
3697,SUPERSPIN,True,8.43,9.18,10.09,27.27,37.19,-7.67,-0.16,-0.1,29.17,26.06,10.93,3.89,47499.0,28001.787485962144,24949.743145335073,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3698,SUPERTEX,True,7.1,7.25,7.98,36.18,44.82,-1.93,-0.08,-0.04,56.52,45.91,17.88,3.78,2.0,2230.9658730981782,3336.0694389675064,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3699,SUPRAJIT,True,460.0,455.53,451.13,47.79,53.6,2.05,1.81,2.57,40.83,29.52,6.92,4.01,57336.0,75985.93111128084,114028.44933508968,FAIL,NONE,Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,True,False,False,False,False,
3700,SUPRAPFSL,True,27.91,29.1,29.57,46.8,46.37,-1.66,-0.45,-0.52,56.49,39.61,7.21,5.09,24809.0,29386.402081008084,32871.005743472924,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3701,SUPRATRE,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3702,SUPREME,True,82.49,83.8,85.7,43.27,29.36,1.26,-1.15,-1.17,63.16,46.85,10.4,7.41,10943.0,21595.608009998818,38868.868318925815,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3703,SUPREMEIND,True,3325.0,3759.77,4088.56,22.67,15.3,-2.98,-155.8,-164.26,13.3,19.01,20.18,4.38,77408.0,222815.80562409153,255026.03041080225,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3704,SUPREMEINF,True,84.0,96.04,107.45,47.85,48.86,-10.14,-2.84,-2.41,20.54,17.57,20.53,8.44,100.0,689.9789322080001,1883.9717914076825,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3705,SUPRIYA,True,740.0,743.14,719.7,40.37,39.55,-2.17,-4.46,0.03,45.41,24.78,10.87,6.19,128489.0,134411.54528154669,220843.45577416668,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3706,SUPTANERY,True,6.67,7.41,8.86,44.96,51.59,-4.71,-0.18,-0.19,12.9,19.0,7.62,3.45,38212.0,26113.892487035948,32578.142028238646,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3707,SURAJ,True,236.85,310.03,352.23,14.79,16.86,-15.83,-27.51,-26.33,18.75,12.7,31.31,4.82,8596.0,6463.090303915997,5715.360644346341,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3708,SURAJEST,True,267.0,281.91,340.22,42.53,43.85,0.96,-2.48,-2.0,29.06,29.12,12.02,5.67,193009.0,149629.1614657258,196257.02102631124,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
