================================================================================
1. SUMMARY TABLE - Key columns
================================================================================
            date  starting_capital      sold    bought  remaining  portfolio_value  gain_percentage
455   2022-10-06          10553.55      0.00      0.00   10553.55         17371.00           -82.63
456   2022-10-07          10553.55      0.00      0.00   10553.55         17326.80           -82.67
457   2022-10-10          10553.55   1868.00   5668.10    6753.45         17230.95           -82.77
458   2022-10-11           6753.45    927.20      0.00    7680.65         17083.00           -82.92
459   2022-10-12           7680.65   1568.00      0.00    9248.65         17227.40           -82.77
460   2022-10-13           9248.65      0.00      0.00    9248.65         17414.20           -82.59
461   2022-10-14           9248.65      0.00      0.00    9248.65         17484.00           -82.52
462   2022-10-17           9248.65   3090.00   4174.12    8164.53         17518.96           -82.48
463   2022-10-18           8164.53      0.00      0.00    8164.53         17609.16           -82.39
464   2022-10-19           8164.53      0.00      0.00    8164.53         17779.18           -82.22
465   2022-10-20           8164.53      0.00      0.00    8164.53         17735.97           -82.26
466   2022-10-21           8164.53      0.00      0.00    8164.53         17563.98           -82.44
467   2022-10-24           8164.53      0.00      0.00    8164.53         17672.69           -82.33
468   2022-10-25           8164.53      0.00      0.00    8164.53         17738.61           -82.26
469   2022-10-26           8164.53      0.00      0.00    8164.53         17738.61           -82.26
470   2022-10-27           8164.53      0.00      0.00    8164.53         17866.00           -82.13
471   2022-10-28           8164.53      0.00      0.00    8164.53         17804.38           -82.20
