======================================================================
  BACKTEST RESULTS REPORT
  Generated: 2026-02-22 14:22:11
======================================================================

[ CONFIGURATION ]
  Config Name       : momentum_config
  Start Date        : 2022-01-01
  End Date          : 2026-02-22
  Daily SL          : True
  Mid-Week Buy      : True
  Initial Capital   :      200,000.00
  Max Positions     : 15
  Min Position (%)  : 0.05
  Risk Threshold    : 1.0
  Buffer Percent    : 0.25
  Exit Threshold    : 40.0
  SL Multiplier     : 2.0
  ATR Fallback Pct   : 0.03
  Pyramiding        : ON
  Pyramid Fraction  : 0.5

[ PERFORMANCE METRICS ]
  Final Portfolio   :    3,208,152.01
  Total Return      :   +3,008,152.01  (+1504.08%)
  CAGR              :     +95.41%
  XIRR              :     +36.74%
  Max Drawdown      :      16.04%
  Sharpe Ratio      :       2.61
  Sortino Ratio     :       4.85
  Calmar Ratio      :       5.95

[ YEAR-ON-YEAR PERFORMANCE ]
  2022              :    +127.69%  (PnL:  +255,378.67 | End Val:   455,378.67)
  2023              :     +84.28%  (PnL:  +389,774.15 | End Val:   852,233.92)
  2024              :     +38.81%  (PnL:  +341,198.02 | End Val: 1,220,341.93)
  2025              :    +131.94%  (PnL: +1,612,609.98 | End Val: 2,834,850.44)
  2026              :     +13.37%  (PnL:  +378,454.02 | End Val: 3,208,152.01)

[ TRADE STATISTICS ]
  Total Buys        : 826
  Pyramid Buys      : 21
  Total Sells       : 789
  Win Rate          :      39.92%
  Profit Factor     :       1.53
  Expectancy/Trade  :   +1178.00
  Avg Holding Days  :       24.4
  Winners           : 315
  Losers            : 474
  Avg Win           :       +8,616.12
  Avg Loss          :       -3,749.16
  Best Trade        : CUPID +317,591.28
  Worst Trade       : MODINSU -17,337.60

[ TRANSACTION COSTS ]
  Total Buy Value   :   35,380,555.90
  Total Sell Value  :   36,317,530.81
  Total Turnover    :   71,698,086.71
  ---
  Buy Side Costs    :       42,205.11
  Sell Side Costs   :       48,132.23
  Total Costs       :       90,337.34
  ---
  Brokerage         :            0.00
  STT               :       71,698.17
  GST               :          458.22
  Stamp Duty        :        5,307.16
  Cost as % Return  :       3.00%

[ CAPITAL GAINS TAX ]
  STCG Trades       : 315
  STCG Gains        :    2,714,078.52
  STCG Tax (20%)    :      542,815.75
  ---
  LTCG Trades       : 0
  LTCG Gains        :            0.00
  LTCG Tax (12.5%)  :            0.00
  ---
  Total Tax         :      542,815.75
  Total Costs+Tax   :      633,153.09
  Net Post-Tax Ret  :   +2,374,998.92

[ TRADE LOG ]
  Symbol                      Entry         Exit    Entry ₹     Exit ₹  Units          PnL Reason
  IRCON                  2023-09-18   2023-10-23     146.45     155.35    216    +1,922.40 swap: score 60.4 → DECNGOLD (89.0)
  CNCRD                  2023-09-18   2023-10-23     377.60     380.60     91      +273.00 swap: score 64.9 → PGIL (88.8)
  CHENNPETRO             2023-09-18   2023-10-23     512.10     548.30     91    +3,294.20 swap: score 68.7 → FACT (88.7)
  ORISSAMINE             2023-10-16   2023-10-23   6,585.00   6,525.54      7      -416.22 hard stoploss hit on 2023-10-23 (low=5912.90)
  J&KBANK                2023-09-18   2023-10-23     104.85     100.84    379    -1,519.79 hard stoploss hit on 2023-10-23 (low=99.00)
  TARIL                  2023-09-18   2023-10-23      86.00      75.88    388    -3,926.56 hard stoploss hit on 2023-10-23 (low=72.60)
  PRAJIND                2023-09-18   2023-10-23     590.85     536.68     81    -4,387.77 hard stoploss hit on 2023-10-23 (low=535.15)
  DECNGOLD               2023-10-23   2023-10-25     129.50     113.90    339    -5,288.40 hard stoploss hit on 2023-10-25 (low=112.80)
  PRAKASH                2023-10-16   2023-10-26     183.60     162.00    246    -5,313.60 close-based stoploss sell at open on 2023-10-26
  GOKEX                  2023-10-23   2023-10-26     940.00     826.77     46    -5,208.58 hard stoploss hit on 2023-10-26 (low=817.10)
  PGIL                   2023-10-23   2023-10-26     700.50     604.56     53    -5,084.82 hard stoploss hit on 2023-10-26 (low=602.20)
  KIOCL                  2023-09-25   2023-10-26     339.45     333.04     95      -608.95 hard stoploss hit on 2023-10-26 (low=331.95)
  GMDCLTD                2023-09-04   2023-11-02     307.95     337.40    257    +7,568.20 hard stoploss hit on 2023-11-02 (low=312.20)
  ITI                    2023-10-16   2023-11-09     270.45     245.92    136    -3,336.08 hard stoploss hit on 2023-11-09 (low=245.00)
  JAGAJITIND             2023-10-30   2023-11-10     197.70     206.15    217    +1,833.65 close-based stoploss sell at open on 2023-11-10
  ORIRAIL                2023-10-30   2023-11-15     120.20     113.55    744    -4,947.60 close-based stoploss sell at open on 2023-11-15
  DRAGARWQ               2023-10-23   2023-11-20   2,980.00   2,895.00     13    -1,105.00 swap: score 62.7 → BANCOINDIA (89.6)
  PITTIENG               2023-10-30   2023-11-20     704.00     697.50     61      -396.50 swap: score 71.3 → KPIGREEN (89.6)
  BSE                    2023-10-30   2023-11-22     620.50     720.00     62    +6,169.00 close-based stoploss sell at open on 2023-11-22
  GARGI                  2023-11-13   2023-11-23     410.00     365.00     86    -3,870.00 close-based stoploss sell at open on 2023-11-23
  JAICORPLTD             2023-10-23   2023-11-27     318.95     313.75     93      -483.60 swap: score 58.5 → ANANDRATHI (87.1)
  SOUTHWEST-BE           2023-10-30   2023-11-29     174.00     163.65    196    -2,028.60 close-based stoploss sell at open on 2023-11-29
  NPST                   2023-10-30   2023-12-01     675.00     708.35     69    +2,301.15 close-based stoploss sell at open on 2023-12-01
  BBTC                   2023-10-30   2023-12-04   1,450.00   1,439.00     28      -308.00 swap: score 53.4 → NAVKARCORP (86.8)
  FACT                   2023-10-23   2023-12-04     713.85     737.90     51    +1,226.55 swap: score 59.7 → NIACL (86.5)
  AXTEL                  2023-10-02   2023-12-11     601.94     681.20    124    +9,828.80 swap: score 59.5 → ASHAPURMIN (87.6)
  HIRECT                 2023-11-06   2023-12-11     630.95     600.15     59    -1,817.20 swap: score 59.7 → INOXWIND (87.2)
  TEXINFRA               2023-11-13   2023-12-11     103.20     102.20    298      -298.00 swap: score 64.1 → BIL (86.4)
  BANCOINDIA             2023-11-20   2023-12-11     294.90     275.50    161    -3,123.40 swap: score 66.1 → ORIRAIL (85.5)
  KPIGREEN               2023-11-20   2023-12-18     252.85     295.55    173    +7,387.10 swap: score 68.7 → INOXGREEN (87.3)
  IFGLEXPOR              2023-11-20   2023-12-20     367.40     386.82     95    +1,844.90 hard stoploss hit on 2023-12-20 (low=370.50)
  ASHAPURMIN             2023-12-11   2023-12-21     448.80     398.42    104    -5,239.52 hard stoploss hit on 2023-12-21 (low=390.25)
  ELECTHERM              2023-11-27   2023-12-22     192.90     250.75    402   +23,255.70 close-based stoploss sell at open on 2023-12-22
  MINDTECK               2023-12-04   2023-12-25     199.15     188.80    143    -1,480.05 swap: score 69.2 → NLCINDIA (87.5)
  MACPOWER               2023-10-30   2023-12-28     470.05     609.90     69    +9,649.65 close-based stoploss sell at open on 2023-12-28
  NIACL                  2023-12-04   2024-01-01     236.80     212.50    141    -3,426.30 swap: score 65.8 → JKIL (88.7)
  ANANDRATHI             2023-11-27   2024-01-01   1,245.00   1,307.00     36    +2,232.00 swap: score 68.9 → SURYAROSNI (88.1)
  NLCINDIA               2023-12-25   2024-01-08     211.40     225.75    176    +2,525.60 stoploss hit
  BIL                    2023-12-11   2024-01-08     362.05     340.00     90    -1,984.50 swap: score 64.7 → MAXIND (87.6)
  HPL                    2024-01-08   2024-01-10     320.00     298.05    160    -3,512.00 close-based stoploss sell at open on 2024-01-10
  ORIRAIL                2023-12-11   2024-01-10     155.05     263.06    244   +26,354.44 hard stoploss hit on 2024-01-10 (low=262.20)
  INOXWIND               2023-12-11   2024-01-10      89.55     109.50    479    +9,556.05 hard stoploss hit on 2024-01-10 (low=106.56)
  TITAGARH               2023-11-27   2024-01-15     965.95   1,053.40     41    +3,585.45 swap: score 59.9 → HITECH (87.3)
  HINDCOPPER             2023-12-25   2024-01-16     218.00     263.00    208    +9,360.00 close-based stoploss sell at open on 2024-01-16
  CONSOFINVT             2023-12-04   2024-01-17     285.00     285.00    147        +0.00 close-based stoploss sell at open on 2024-01-17
  INOXGREEN              2023-12-18   2024-01-18     100.80     122.73    365    +8,004.45 hard stoploss hit on 2024-01-18 (low=116.10)
  KRISHNADEF             2023-12-25   2024-01-22     379.00     371.65    113      -830.55 swap: score 58.4 → MRPL (87.2)
  JKIL                   2024-01-01   2024-01-22     591.00     593.00     77      +154.00 swap: score 68.6 → CHENNPETRO (86.9)
  CHENNPETRO             2024-01-22   2024-01-23     886.00     790.98     67    -6,366.34 hard stoploss hit on 2024-01-23 (low=761.00)
  MANINDS                2024-01-22   2024-01-24     388.00     338.98    122    -5,980.44 hard stoploss hit on 2024-01-24 (low=320.50)
  RVNL                   2024-01-22   2024-01-24     302.00     266.05    170    -6,111.50 hard stoploss hit on 2024-01-24 (low=265.15)
  NAVKARCORP             2023-12-04   2024-01-24      95.00     105.28    438    +4,502.64 hard stoploss hit on 2024-01-24 (low=101.00)
  PRAVEG                 2024-01-15   2024-01-24   1,152.45     976.59     31    -5,451.66 hard stoploss hit on 2024-01-24 (low=952.25)
  DBCORP                 2024-01-29   2024-01-30     366.00     329.90    119    -4,295.90 close-based stoploss sell at open on 2024-01-30
  SURYAROSNI             2024-01-01   2024-02-08     390.00     354.92    127    -4,455.16 hard stoploss hit on 2024-02-08 (low=338.40)
  NBCC                   2024-01-29   2024-02-09      78.00      97.30    557   +10,750.10 hard stoploss hit on 2024-02-09 (low=93.10)
  ZUARIIND               2024-01-29   2024-02-09     296.90     257.69    145    -5,685.45 hard stoploss hit on 2024-02-09 (low=253.20)
  MAXIND                 2024-01-08   2024-02-12     205.56     187.99    182    -3,197.74 swap: score 60.7 → BLAL (88.4)
  FRONTSP                2024-01-15   2024-02-12   1,247.25   1,306.00     35    +2,056.25 swap: score 63.1 → ENIL (88.2)
  HITECH                 2024-01-15   2024-02-12     150.00     148.55    340      -493.00 swap: score 67.4 → SCHNEIDER (87.9)
  NIACL                  2024-02-12   2024-02-12     290.95     247.11    123    -5,392.32 hard stoploss hit on 2024-02-12 (low=241.00)
  SJVN                   2024-02-05   2024-02-12     145.00     125.61    289    -5,603.71 hard stoploss hit on 2024-02-12 (low=112.45)
  GICRE                  2024-02-12   2024-02-12     398.10     332.63     81    -5,303.07 hard stoploss hit on 2024-02-12 (low=327.15)
  ITDC                   2024-01-29   2024-02-12     643.90     724.73     58    +4,688.14 hard stoploss hit on 2024-02-12 (low=698.55)
  RAILTEL                2024-01-29   2024-02-12     440.80     372.89     80    -5,432.80 hard stoploss hit on 2024-02-12 (low=356.00)
  IRFC                   2023-12-25   2024-02-12     101.00     146.85    394   +18,064.90 hard stoploss hit on 2024-02-12 (low=130.20)
  POCL                   2024-01-15   2024-02-12     409.50     354.53    103    -5,661.91 hard stoploss hit on 2024-02-12 (low=351.50)
  IRCON                  2024-01-22   2024-02-12     231.00     206.95    219    -5,266.95 hard stoploss hit on 2024-02-12 (low=190.35)
  NEWGEN                 2023-10-30   2024-02-12     586.00     766.99     56   +10,135.44 hard stoploss hit on 2024-02-12 (low=757.20)
  MSTCLTD                2024-01-01   2024-02-13     673.65     870.00     57   +11,191.95 close-based stoploss sell at open on 2024-02-13
  ENIL                   2024-02-12   2024-02-13     290.90     246.96    123    -5,404.62 hard stoploss hit on 2024-02-13 (low=244.45)
  SCHNEIDER              2024-02-12   2024-02-14     597.90     525.90     80    -5,760.00 hard stoploss hit on 2024-02-14 (low=525.10)
  SANGHVIMOV             2024-02-19   2024-02-19     600.00     512.86     62    -5,402.68 hard stoploss hit on 2024-02-19 (low=500.00)
  IOC                    2024-02-12   2024-02-29     166.67     152.33    301    -4,316.34 close-based stoploss sell at open on 2024-02-29
  HINDPETRO              2024-02-19   2024-02-29     357.65     317.40    128    -5,152.00 close-based stoploss sell at open on 2024-02-29
  BPCL                   2024-02-19   2024-03-01     304.50     281.90    184    -4,158.40 close-based stoploss sell at open on 2024-03-01
  MEDANTA                2024-02-19   2024-03-01   1,471.45   1,307.20     36    -5,913.00 hard stoploss hit on 2024-03-01 (low=1292.00)
  BALAJITELE             2024-02-19   2024-03-01     132.95     117.10    266    -4,216.10 hard stoploss hit on 2024-03-01 (low=115.20)
  BLAL                   2024-02-12   2024-03-04     302.00     277.50    101    -2,474.50 swap: score 67.4 → SPELS (90.2)
  KSL                    2024-02-19   2024-03-04     818.00     911.16     55    +5,123.80 hard stoploss hit on 2024-03-04 (low=911.05)
  FORCEMOT               2024-02-26   2024-03-06   5,938.00   5,933.53      6       -26.82 hard stoploss hit on 2024-03-06 (low=5840.85)
  KIRLOSENG              2024-02-19   2024-03-06     899.85     835.73     53    -3,398.36 hard stoploss hit on 2024-03-06 (low=833.60)
  SALZERELEC             2024-03-04   2024-03-07     745.00     646.85     43    -4,220.45 close-based stoploss sell at open on 2024-03-07
  THEJO                  2024-03-04   2024-03-11   2,750.00   2,425.10     13    -4,223.70 stoploss hit
  BPLPHARMA              2024-03-04   2024-03-11   1,420.00   1,203.69     23    -4,975.13 hard stoploss hit on 2024-03-11 (low=1184.30)
  ORCHPHARMA             2024-02-19   2024-03-11   1,097.00   1,044.28     35    -1,845.20 hard stoploss hit on 2024-03-11 (low=1023.40)
  SWELECTES              2024-02-19   2024-03-12   1,080.00     995.05     28    -2,378.60 close-based stoploss sell at open on 2024-03-12
  DCAL                   2024-03-04   2024-03-12     268.70     233.85    130    -4,530.50 close-based stoploss sell at open on 2024-03-12
  RICOAUTO               2024-03-11   2024-03-12     143.05     122.89    250    -5,040.00 hard stoploss hit on 2024-03-12 (low=120.50)
  ACE                    2024-02-19   2024-03-12   1,185.00   1,240.44     41    +2,273.04 hard stoploss hit on 2024-03-12 (low=1211.10)
  TAJGVK                 2024-02-19   2024-03-12     355.00     332.32    108    -2,449.44 hard stoploss hit on 2024-03-12 (low=327.50)
  INA                    2024-03-11   2024-03-13     164.90     147.80    280    -4,788.00 close-based stoploss sell at open on 2024-03-13
  MRPL                   2024-01-22   2024-03-13     178.20     210.00    287    +9,126.60 close-based stoploss sell at open on 2024-03-13
  ZSARACOM               2024-03-11   2024-03-14   7,950.00   7,016.55      5    -4,667.25 hard stoploss hit on 2024-03-14 (low=6880.95)
  OIL                    2024-02-19   2024-03-15     384.00     367.78    101    -1,638.22 hard stoploss hit on 2024-03-15 (low=342.00)
  SPELS                  2024-03-04   2024-03-18     137.85     132.05    324    -1,879.20 stoploss hit
  LGHL                   2024-03-04   2024-03-18     116.94     118.25    485      +633.41 stoploss hit
  CUPID                  2024-03-11   2024-03-19     117.05      96.05    287    -6,027.00 close-based stoploss sell at open on 2024-03-19
  KSL                    2024-03-11   2024-03-21     936.00     831.75     37    -3,857.25 close-based stoploss sell at open on 2024-03-21
  NITCO                  2024-03-18   2024-03-27      58.25      53.10   1565    -8,059.75 close-based stoploss sell at open on 2024-03-27
  LGHL                   2024-03-25   2024-03-28     128.10     111.78    294    -4,798.08 hard stoploss hit on 2024-03-28 (low=110.25)
  KESAR                  2024-03-25   2024-04-04     501.45     437.40     74    -4,739.70 hard stoploss hit on 2024-04-04 (low=430.00)
  INTELLECT              2024-03-18   2024-04-12   1,120.00   1,007.00     35    -3,955.00 close-based stoploss sell at open on 2024-04-12
  OFSS                   2024-03-18   2024-04-15   7,984.00   7,713.00      5    -1,355.00 stoploss hit
  TMPV                   2024-03-18   2024-04-15     651.20     687.20    101    +3,636.00 swap: score 69.8 → IMFA (88.0)
  CIGNITITEC             2024-03-18   2024-04-19   1,250.00   1,182.00     36    -2,448.00 close-based stoploss sell at open on 2024-04-19
  GODFRYPHLP             2024-03-18   2024-04-22     989.00   1,024.00     28      +980.00 swap: score 51.2 → MOTILALOFS (88.6)
  SOLARINDS              2024-03-18   2024-04-22   8,900.05   8,679.85      4      -880.80 swap: score 61.2 → ANTELOPUS (88.4)
  RICOAUTO               2024-03-18   2024-04-22     133.40     133.70    175       +52.50 swap: score 68.0 → PREMEXPLN (88.3)
  DPABHUSHAN             2024-03-25   2024-04-25     869.00   1,024.15     41    +6,361.15 close-based stoploss sell at open on 2024-04-25
  VADILALIND             2024-04-01   2024-04-29   4,391.00   4,492.00      8      +808.00 swap: score 64.6 → PANCHMAHQ (86.9)
  TECHNVISN              2024-03-18   2024-04-30   1,376.35   1,830.15     88   +39,934.40 close-based stoploss sell at open on 2024-04-30
  WEL                    2024-04-22   2024-05-02      99.40     107.35    385    +3,060.75 close-based stoploss sell at open on 2024-05-02
  IMFA                   2024-04-15   2024-05-06     679.00     750.00     56    +3,976.00 swap: score 61.7 → GPTINFRA (86.9)
  INDOTECH               2024-04-15   2024-05-07   1,335.10   1,487.50     20    +3,048.00 close-based stoploss sell at open on 2024-05-07
  TARIL                  2024-04-08   2024-05-07     242.00     292.50    156    +7,878.00 close-based stoploss sell at open on 2024-05-07
  BPLPHARMA              2024-04-29   2024-05-07   1,790.00   1,533.10     20    -5,138.00 close-based stoploss sell at open on 2024-05-07
  PREMEXPLN              2024-04-22   2024-05-07     436.75     451.22     81    +1,172.07 hard stoploss hit on 2024-05-07 (low=440.00)
  MOTILALOFS             2024-04-22   2024-05-09     573.75     587.50     71      +976.25 close-based stoploss sell at open on 2024-05-09
  SANGHVIMOV             2024-04-01   2024-05-13     698.80     652.50     42    -1,944.60 swap: score 53.9 → PDMJEPAPER (90.7)
  BHAGYANGR              2024-04-15   2024-05-13     116.60     118.70    230      +483.00 swap: score 56.5 → ARVIND (90.7)
  SMSPHARMA              2024-03-18   2024-05-13     189.20     205.70    135    +2,227.50 swap: score 68.2 → BONDADA (90.5)
  KPIL                   2024-03-18   2024-05-13   1,042.25   1,166.00     34    +4,207.50 swap: score 72.4 → SUPREMEIND (90.5)
  WEALTH                 2024-05-13   2024-05-15     850.00     741.00     37    -4,033.00 close-based stoploss sell at open on 2024-05-15
  FORCEMOT               2024-03-18   2024-05-23   6,567.70   8,569.95      4    +8,009.00 close-based stoploss sell at open on 2024-05-23
  NITCO                  2024-05-13   2024-05-27      74.70      74.80   1316      +131.60 stoploss hit
  DOLATALGO              2024-05-13   2024-05-28     134.40     132.89    249      -375.99 hard stoploss hit on 2024-05-28 (low=129.05)
  YUKEN                  2024-05-06   2024-05-28   1,359.95   1,146.47     23    -4,910.04 hard stoploss hit on 2024-05-28 (low=1131.30)
  SARLAPOLY              2024-05-20   2024-05-29      92.90      80.90    409    -4,908.00 close-based stoploss sell at open on 2024-05-29
  SHAKTIPUMP             2024-05-13   2024-05-30     371.65     409.95    126    +4,825.80 close-based stoploss sell at open on 2024-05-30
  ANTELOPUS              2024-04-22   2024-06-03     640.00     580.00     51    -3,060.00 stoploss hit
  PANCHMAHQ              2024-04-29   2024-06-03     240.55     224.80    120    -1,890.00 swap: score 66.9 → BOSCH-HCIL (91.6)
  TSFINV                 2024-06-03   2024-06-04     277.00     239.38    138    -5,191.56 hard stoploss hit on 2024-06-04 (low=230.85)
  MAZDOCK                2024-06-03   2024-06-04   1,719.85   1,489.10     22    -5,076.50 hard stoploss hit on 2024-06-04 (low=1303.05)
  RVNL                   2024-06-03   2024-06-04     425.00     378.90    121    -5,578.10 hard stoploss hit on 2024-06-04 (low=323.65)
  COCHINSHIP             2024-05-27   2024-06-04   2,100.00   1,822.49     19    -5,272.69 hard stoploss hit on 2024-06-04 (low=1811.70)
  BOSCH-HCIL             2024-06-03   2024-06-04   1,900.00   1,663.88     22    -5,194.64 hard stoploss hit on 2024-06-04 (low=1633.90)
  PDMJEPAPER             2024-05-13   2024-06-04      91.60      80.80    367    -3,963.60 hard stoploss hit on 2024-06-04 (low=80.80)
  ARVIND                 2024-05-13   2024-06-04     359.90     332.63    106    -2,890.62 hard stoploss hit on 2024-06-04 (low=326.70)
  POWERINDIA             2024-05-06   2024-06-04   9,729.90   9,479.17      4    -1,002.92 hard stoploss hit on 2024-06-04 (low=9090.00)
  KRISHNADEF             2024-06-03   2024-06-05     724.00     614.71     46    -5,027.34 hard stoploss hit on 2024-06-05 (low=579.95)
  BDL                    2024-05-27   2024-06-05   1,580.00   1,375.54     26    -5,315.96 hard stoploss hit on 2024-06-05 (low=1293.20)
  TECHNVISN              2024-06-10   2024-06-11   2,817.85   2,750.00     38    -2,578.30 close-based stoploss sell at open on 2024-06-11
  SGRL                   2024-06-10   2024-06-12     934.95     862.00     42    -3,063.90 close-based stoploss sell at open on 2024-06-12
  HERITGFOOD             2024-06-10   2024-06-12     714.00     634.88     62    -4,905.44 hard stoploss hit on 2024-06-12 (low=627.30)
  SUPREMEIND             2024-05-13   2024-06-17   5,277.05   6,119.90      8    +6,742.80 swap: score 69.8 → IFINSEC (87.8)
  IFINSEC                2024-06-17   2024-06-19     148.30     132.35    226    -3,604.70 close-based stoploss sell at open on 2024-06-19
  ADANIPOWER             2024-06-10   2024-06-24     156.60     145.60    171    -1,881.00 swap: score 68.3 → MARINE (87.2)
  BONDADA                2024-05-13   2024-06-28     354.00     501.20    130   +19,136.00 close-based stoploss sell at open on 2024-06-28
  PREMEXPLN              2024-06-17   2024-06-28     709.20     761.15     43    +2,233.85 hard stoploss hit on 2024-06-28 (low=746.20)
  KESAR                  2024-06-10   2024-07-01     799.95     766.60     53    -1,767.55 stoploss hit
  MACPOWER               2024-05-13   2024-07-01   1,360.20   1,420.00     37    +2,212.60 swap: score 52.4 → INOXGREEN (86.4)
  STEL                   2024-06-10   2024-07-01     433.30     465.00     73    +2,314.10 swap: score 58.5 → MAFATIND (86.2)
  E2E                    2024-06-10   2024-07-02   1,736.70   1,581.81     26    -4,027.14 hard stoploss hit on 2024-07-02 (low=1569.00)
  PASHUPATI              2024-06-03   2024-07-03     263.60     461.85    155   +30,728.75 close-based stoploss sell at open on 2024-07-03
  KRISHNADEF             2024-06-10   2024-07-03     702.00     944.24     35    +8,478.40 hard stoploss hit on 2024-07-03 (low=939.40)
  EMAMILTD               2024-06-10   2024-07-08     721.00     729.80     52      +457.60 swap: score 59.8 → WOCKPHARMA (83.9)
  NCC                    2024-06-10   2024-07-08     327.60     338.00     96      +998.40 swap: score 62.5 → ZENTEC (83.6)
  3BBLACKBIO             2024-06-17   2024-07-10   1,126.00   1,029.50     23    -2,219.50 hard stoploss hit on 2024-07-10 (low=1020.00)
  GPTINFRA               2024-05-06   2024-07-18     114.40     171.60    287   +16,416.40 close-based stoploss sell at open on 2024-07-18
  WOCKPHARMA             2024-07-08   2024-07-19     914.00     809.00     44    -4,620.00 close-based stoploss sell at open on 2024-07-19
  POEL                   2024-06-17   2024-07-19      86.00     102.97    340    +5,769.80 hard stoploss hit on 2024-07-19 (low=101.20)
  PFOCUS                 2024-07-08   2024-07-19     147.65     123.80    212    -5,056.20 hard stoploss hit on 2024-07-19 (low=122.00)
  INOXGREEN              2024-07-01   2024-07-22     178.00     157.48    210    -4,309.20 stoploss hit
  THEJO                  2024-07-08   2024-07-22   3,422.60   3,087.95     11    -3,681.15 swap: score 68.5 → IRFC (87.6)
  MAFATIND               2024-07-01   2024-07-23     209.00     187.80    154    -3,264.80 close-based stoploss sell at open on 2024-07-23
  TCC                    2024-07-22   2024-07-23     750.00     654.46     56    -5,350.24 hard stoploss hit on 2024-07-23 (low=646.95)
  IRFC                   2024-07-22   2024-07-23     205.77     180.29    214    -5,452.72 hard stoploss hit on 2024-07-23 (low=164.15)
  MAZDOCK                2024-07-08   2024-07-23   2,855.00   2,442.81     12    -4,946.28 hard stoploss hit on 2024-07-23 (low=2396.30)
  GRSE                   2024-07-01   2024-07-25   2,127.70   2,328.00     14    +2,804.20 close-based stoploss sell at open on 2024-07-25
  RVNL                   2024-07-15   2024-07-26     637.00     551.48     61    -5,216.72 hard stoploss hit on 2024-07-26 (low=550.05)
  CFF                    2024-06-24   2024-07-29     823.00     859.95     35    +1,293.25 swap: score 60.7 → BHAGCHEM (89.1)
  MARINE                 2024-06-24   2024-07-30     149.75     233.00    230   +19,147.50 close-based stoploss sell at open on 2024-07-30
  TECHNVISN              2024-07-29   2024-08-01   3,919.90   3,699.95     11    -2,419.45 close-based stoploss sell at open on 2024-08-01
  EMSLIMITED             2024-07-29   2024-08-05     890.00     771.50     42    -4,977.00 hard stoploss hit on 2024-08-05 (low=771.15)
  AWHCL                  2024-07-29   2024-08-05     890.05     772.27     43    -5,064.54 hard stoploss hit on 2024-08-05 (low=752.85)
  IRIS                   2024-07-22   2024-08-06     274.93     262.95    214    -2,563.72 close-based stoploss sell at open on 2024-08-06
  NUVAMA                 2024-08-05   2024-08-07   1,273.00   1,180.00     38    -3,534.00 close-based stoploss sell at open on 2024-08-07
  V2RETAIL               2024-08-05   2024-08-08     967.00     857.58     51    -5,580.42 hard stoploss hit on 2024-08-08 (low=855.60)
  WEL                    2024-07-29   2024-08-27     123.00     137.20    355    +5,041.00 close-based stoploss sell at open on 2024-08-27
  LOTUSCHO               2024-07-01   2024-08-27     609.20   2,262.01     47   +77,682.07 hard stoploss hit on 2024-08-27 (low=2242.25)
  OIL                    2024-07-22   2024-09-05     562.00     658.24     69    +6,640.56 hard stoploss hit on 2024-09-05 (low=651.75)
  MAXESTATES             2024-09-02   2024-09-09     679.00     599.00     71    -5,680.00 stoploss hit
  CHEMFAB                2024-07-29   2024-09-09     877.05     994.00     45    +5,262.75 swap: score 60.5 → LTFOODS (88.1)
  ETERNAL                2024-08-12   2024-09-09     263.50     260.00    167      -584.50 swap: score 64.8 → IIFLCAPS (88.0)
  ZENTEC                 2024-07-08   2024-09-09   1,414.95   1,576.86     31    +5,019.21 hard stoploss hit on 2024-09-09 (low=1576.00)
  ARROWGREEN             2024-08-12   2024-09-16     853.00     914.00     31    +1,891.00 swap: score 61.0 → DHUNINV (89.7)
  20MICRONS              2024-08-12   2024-09-16     324.95     310.10     94    -1,395.90 swap: score 69.4 → BAJAJST (89.0)
  BHAGCHEM               2024-07-29   2024-09-16     357.27     392.50     92    +3,241.16 swap: score 70.9 → DPABHUSHAN (88.9)
  NPST                   2024-07-22   2024-09-16   2,115.65   3,009.50     18   +16,089.30 hard stoploss hit on 2024-09-16 (low=2992.05)
  SPORTKING              2024-07-29   2024-09-17     129.90     134.00    274    +1,123.40 close-based stoploss sell at open on 2024-09-17
  SIMPLEXINF             2024-09-16   2024-09-17     229.00     201.00    272    -7,616.00 close-based stoploss sell at open on 2024-09-17
  LUXIND                 2024-07-22   2024-09-20   2,005.77   2,150.00     44    +6,346.00 close-based stoploss sell at open on 2024-09-20
  CNCRD                  2024-09-02   2024-09-20   1,109.15   1,156.20     44    +2,070.20 close-based stoploss sell at open on 2024-09-20
  REFEX                  2024-09-09   2024-09-23     411.00     430.00    115    +2,185.00 stoploss hit
  LTFOODS                2024-09-09   2024-09-30     402.00     404.80    166      +464.80 stoploss hit
  NEULANDLAB             2024-08-12   2024-09-30  11,599.45  12,710.00      3    +3,331.65 swap: score 70.5 → ABCOTS (91.3)
  NAVA                   2024-09-23   2024-10-03     615.00     535.77     82    -6,496.86 hard stoploss hit on 2024-10-03 (low=522.50)
  OPTIEMUS               2024-09-30   2024-10-04     851.20     737.00     47    -5,367.40 close-based stoploss sell at open on 2024-10-04
  BRRL                   2024-09-23   2024-10-07     231.00     347.45    224   +26,084.80 swap: score 55.7 → SARDAEN (91.2)
  ADSL                   2024-09-09   2024-10-07     294.40     262.95    122    -3,836.90 swap: score 64.2 → ELPROINTL (91.1)
  POCL                   2024-07-08   2024-10-07     690.21     955.00    113   +29,921.30 swap: score 69.0 → VMART (90.9)
  BAJAJST                2024-09-16   2024-10-07     673.45     718.48     77    +3,467.31 hard stoploss hit on 2024-10-07 (low=687.50)
  KIRANVYPAR             2024-10-07   2024-10-07     272.00     232.08    179    -7,145.68 hard stoploss hit on 2024-10-07 (low=231.25)
  ELPROINTL              2024-10-07   2024-10-07     133.00     114.65    397    -7,284.95 hard stoploss hit on 2024-10-07 (low=113.00)
