======================================================================
  BACKTEST RESULTS REPORT
  Generated: 2026-02-21 14:15:51
======================================================================

[ CONFIGURATION ]
  Config Name       : momentum_config
  Start Date        : 2018-01-01
  End Date          : 2026-02-21
  Daily SL          : True
  Mid-Week Buy      : False
  Initial Capital   :      200,000.00
  Max Positions     : 15
  Risk Threshold    : 1.0
  Buffer Percent    : 0.25
  Exit Threshold    : 40.0
  SL Multiplier     : 2.0
  SL Step Percent   : 0.1
  ATR Fallback Pct   : 0.03

[ PERFORMANCE METRICS ]
  Final Portfolio   :    1,698,199.60
  Total Return      :   +1,498,199.60  (+749.10%)
  CAGR              :     +30.06%
  XIRR              :     +19.80%
  Max Drawdown      :      35.99%
  Sharpe Ratio      :       0.66
  Sortino Ratio     :       2.39
  Calmar Ratio      :       0.84

[ TRADE STATISTICS ]
  Total Trades      : 1567
  Win Rate          :      37.33%
  Profit Factor     :       1.40
  Expectancy/Trade  :    +544.54
  Avg Holding Days  :       25.1
  Winners           : 585
  Losers            : 982
  Avg Win           :       +5,158.79
  Avg Loss          :       -2,188.57
  Best Trade        : MIDWEST +231,315.70
  Worst Trade       : MODINSU -18,094.40

[ TRANSACTION COSTS ]
  Total Buy Value   :   39,241,195.68
  Total Sell Value  :   40,109,913.03
  Total Turnover    :   79,351,108.71
  ---
  Buy Side Costs    :       46,810.28
  Sell Side Costs   :       62,201.13
  Total Costs       :      109,011.41
  ---
  Brokerage         :            0.00
  STT               :       79,351.19
  GST               :          506.99
  Stamp Duty        :        5,886.19
  Cost as % Return  :       7.28%

[ CAPITAL GAINS TAX ]
  STCG Trades       : 585
  STCG Gains        :    3,017,893.48
  STCG Tax (20%)    :      603,578.68
  ---
  LTCG Trades       : 0
  LTCG Gains        :            0.00
  LTCG Tax (12.5%)  :            0.00
  ---
  Total Tax         :      603,578.68
  Total Costs+Tax   :      712,590.09
  Net Post-Tax Ret  :     +785,609.51

[ TRADE LOG ]
  Symbol                      Entry         Exit    Entry ₹     Exit ₹  Units          PnL Reason
  BEPL                   2020-11-30   2021-01-27      84.15      91.85    108      +831.60 close-based stoploss sell at open on 2021-01-27
  TMPV                   2021-01-25   2021-01-28     204.40     179.05     48    -1,216.80 close-based stoploss sell at open on 2021-01-28
  JKTYRE                 2021-01-25   2021-01-28     143.00     125.54     70    -1,222.20 hard stoploss hit on 2021-01-28 (low=122.40)
  STEL                   2021-01-25   2021-02-01      94.60      79.93     77    -1,129.59 hard stoploss hit on 2021-02-01 (low=78.40)
  PRIVISCL               2021-02-01   2021-02-05     696.65     618.60     15    -1,170.75 hard stoploss hit on 2021-02-05 (low=590.00)
  OLECTRA                2020-12-14   2021-02-08     101.00     184.45     60    +5,007.00 swap: score 70.0 → HOMEFIRST (91.0)
  GREENPANEL             2021-02-01   2021-02-10     176.90     171.00     51      -300.90 close-based stoploss sell at open on 2021-02-10
  INDIAMART              2021-01-18   2021-02-17   3,925.20   4,273.95      2      +697.50 hard stoploss hit on 2021-02-17 (low=4186.05)
  GULPOLY                2021-01-25   2021-02-22      80.40      77.50     96      -278.40 swap: score 57.8 → GRAPHITE (88.3)
  LTTS                   2020-12-28   2021-02-22   2,358.30   2,630.00      4    +1,086.80 swap: score 61.9 → SGRL (88.2)
  FACT                   2021-01-18   2021-02-22      85.00      77.80     90      -648.00 swap: score 61.9 → TANFACIND (88.2)
  GNA                    2021-01-18   2021-02-22     189.00     204.50     46      +713.00 swap: score 65.9 → MAYURUNIQ (88.1)
  IFBIND                 2020-12-21   2021-02-22   1,089.05   1,257.95      7    +1,182.30 swap: score 66.4 → HNDFDS (88.1)
  SGRL                   2021-02-22   2021-02-22     192.75     151.16     26    -1,081.34 hard stoploss hit on 2021-02-22 (low=149.55)
  HNDFDS                 2021-02-22   2021-03-01     473.60     448.00     23      -588.80 stoploss hit
  TATAELXSI              2021-01-18   2021-03-01   2,354.00   2,681.80      3      +983.40 swap: score 66.0 → VEDL (87.5)
  KNRCON                 2021-02-08   2021-03-01     214.35     210.00     37      -160.95 swap: score 66.3 → ABCAPITAL (87.3)
  JBMA                   2021-01-25   2021-03-01      73.25      85.00    117    +1,374.75 swap: score 69.3 → TATACHEM (87.2)
  HEMIPROP               2021-01-18   2021-03-02     132.00     174.95     52    +2,233.40 close-based stoploss sell at open on 2021-03-02
  HINDCOPPER             2021-03-01   2021-03-05     157.00     131.20     56    -1,444.80 close-based stoploss sell at open on 2021-03-05
  TVSHLTD                2021-02-08   2021-03-08   2,019.60   1,931.60      4      -352.00 swap: score 62.6 → PRAJIND (87.1)
  SGRL                   2021-03-01   2021-03-08     209.30     163.54     24    -1,098.24 hard stoploss hit on 2021-03-08 (low=159.25)
  AGI                    2021-02-01   2021-03-15     137.00     172.00     61    +2,135.00 stoploss hit
  HOMEFIRST              2021-02-08   2021-03-15     552.05     517.40     11      -381.15 swap: score 58.7 → AMAL (89.4)
  IMFA                   2021-01-25   2021-03-15     197.50     232.50     40    +1,400.00 swap: score 64.4 → SAREGAMA (89.3)
  TANFACIND              2021-02-22   2021-03-15     275.10     260.00     24      -362.40 swap: score 64.7 → JINDALPOLY (88.4)
  MAYURUNIQ              2021-02-22   2021-03-15     445.00     430.00     17      -255.00 swap: score 66.3 → SCHAND (88.2)
  NCC                    2021-02-15   2021-03-15      86.10      87.30     78       +93.60 swap: score 67.7 → FACT (88.2)
  AXTEL                  2021-02-22   2021-03-16     348.30     316.95     24      -752.40 close-based stoploss sell at open on 2021-03-16
  RML                    2021-03-08   2021-03-17     460.00     388.74     16    -1,140.16 hard stoploss hit on 2021-03-17 (low=385.50)
  SCI                    2021-03-08   2021-03-18      75.35      66.52    117    -1,033.11 close-based stoploss sell at open on 2021-03-18
  PRAJIND                2021-03-08   2021-03-18     170.65     154.04     44      -730.84 hard stoploss hit on 2021-03-18 (low=151.85)
  TATACHEM               2021-03-01   2021-03-18     750.00     705.35     17      -759.05 hard stoploss hit on 2021-03-18 (low=705.25)
  AMAL                   2021-03-15   2021-03-19     343.10     292.30     24    -1,219.20 hard stoploss hit on 2021-03-19 (low=275.95)
  SAREGAMA               2021-03-15   2021-03-19     150.85     131.21     64    -1,256.96 hard stoploss hit on 2021-03-19 (low=126.15)
  JINDALPOLY             2021-03-15   2021-03-19     875.20     757.98     10    -1,172.20 hard stoploss hit on 2021-03-19 (low=744.80)
  ABCAPITAL              2021-03-01   2021-03-25     124.30     116.85     77      -573.65 close-based stoploss sell at open on 2021-03-25
  INTELLECT              2021-03-22   2021-03-25     699.00     600.74     11    -1,080.86 hard stoploss hit on 2021-03-25 (low=588.00)
  IEX                    2021-03-22   2021-03-25     126.10     110.33     75    -1,182.75 hard stoploss hit on 2021-03-25 (low=109.40)
  GRAPHITE               2021-02-22   2021-03-25     487.90     450.89     17      -629.17 hard stoploss hit on 2021-03-25 (low=447.00)
  BEML                   2021-03-15   2021-03-26     718.30     639.50     12      -945.60 close-based stoploss sell at open on 2021-03-26
  TAALTECH               2021-03-29   2021-04-06     500.00     431.90     16    -1,089.60 hard stoploss hit on 2021-04-06 (low=431.50)
  NAHARSPING             2021-03-15   2021-04-12     109.90     100.00     81      -801.90 swap: score 69.3 → GRAPHITE (92.4)
  VEDL                   2021-03-01   2021-04-12     172.75     176.39     68      +247.52 hard stoploss hit on 2021-04-12 (low=173.20)
  SCHAND                 2021-03-15   2021-04-13     114.80      98.35     67    -1,102.15 close-based stoploss sell at open on 2021-04-13
  ADANIENT               2021-03-29   2021-04-13     969.50   1,044.10      9      +671.40 close-based stoploss sell at open on 2021-04-13
  FACT                   2021-03-15   2021-04-19     117.35     104.00     54      -720.90 swap: score 68.8 → IZMO (93.7)
  VAIBHAVGBL             2021-03-22   2021-04-19     803.00     830.00      8      +216.00 swap: score 71.2 → MCCHRLS-B (93.3)
  VIDHIING               2021-03-29   2021-04-19     194.00     179.97     32      -448.96 hard stoploss hit on 2021-04-19 (low=172.00)
  AMAL                   2021-03-22   2021-04-20     299.55     330.10     17      +519.35 close-based stoploss sell at open on 2021-04-20
  NAHARPOLY              2021-03-22   2021-04-20     125.75     108.00     47      -834.25 close-based stoploss sell at open on 2021-04-20
  KABRAEXTRU             2021-03-22   2021-04-20     190.25     169.80     33      -674.85 close-based stoploss sell at open on 2021-04-20
  SRAMSET                2021-04-26   2021-04-27     110.00      99.37    111    -1,179.93 hard stoploss hit on 2021-04-27 (low=98.50)
  THEJO                  2021-04-19   2021-04-30     651.70     626.65     10      -250.50 close-based stoploss sell at open on 2021-04-30
  TECHNVISN              2021-04-19   2021-05-04     255.90     231.00     40      -996.00 close-based stoploss sell at open on 2021-05-04
  EKC                    2021-04-26   2021-05-04     143.90     119.75     53    -1,279.95 close-based stoploss sell at open on 2021-05-04
  PANACEABIO             2021-04-26   2021-05-06     364.50     322.00     21      -892.50 close-based stoploss sell at open on 2021-05-06
  INTELLECT              2021-03-29   2021-05-10     622.90     804.00     10    +1,811.00 swap: score 66.9 → INDRAMEDCO (87.6)
  SGRL                   2021-03-29   2021-05-10     231.60     243.25     23      +267.95 swap: score 68.7 → MASTEK (87.1)
  SAIL                   2021-05-10   2021-05-12     150.45     132.08     57    -1,047.09 hard stoploss hit on 2021-05-12 (low=129.15)
  INDRAMEDCO             2021-05-10   2021-05-17      91.00      80.05     73      -799.35 stoploss hit
  MCCHRLS-B              2021-04-19   2021-05-17     375.00     346.00     15      -435.00 swap: score 63.2 → GRINDWELL (86.8)
  GUFICBIO               2021-05-17   2021-05-19     205.00     176.11     34      -982.26 hard stoploss hit on 2021-05-19 (low=176.10)
  AURIONPRO              2021-04-19   2021-05-21      86.00      69.57     58      -952.94 hard stoploss hit on 2021-05-21 (low=67.60)
  MUKANDLTD              2021-04-12   2021-05-24      92.00     135.50     69    +3,001.50 swap: score 67.4 → NAHARSPING (85.1)
  IZMO                   2021-04-19   2021-05-31      67.55      78.35     89      +961.20 swap: score 65.1 → KIRLOSBROS (85.5)
  GRAPHITE               2021-04-12   2021-05-31     646.00     752.40     10    +1,064.00 swap: score 65.1 → SHAKTIPUMP (84.6)
  UTTAMSUGAR             2021-05-10   2021-06-07     146.90     151.75     38      +184.30 swap: score 54.1 → CENTENKA (85.4)
  DHAMPURSUG             2021-05-10   2021-06-07     289.00     333.95     23    +1,033.85 swap: score 65.7 → INFOBEAN (85.3)
  MASTEK                 2021-05-10   2021-06-07   1,985.00   1,967.60      3       -52.20 swap: score 67.7 → ADOR (85.0)
  GRINDWELL              2021-05-17   2021-06-14   1,250.00   1,200.00      5      -250.00 swap: score 63.1 → AXISCADES (85.8)
  ALKYLAMINE             2021-05-03   2021-06-14   3,416.00   3,585.50      2      +339.00 swap: score 65.6 → RELIGARE (85.7)
  BALAMINES              2021-05-03   2021-06-14   2,595.00   2,690.00      2      +190.00 swap: score 66.1 → HGS (84.4)
  ATGL                   2021-03-22   2021-06-16     745.45   1,394.35     11    +7,137.90 close-based stoploss sell at open on 2021-06-16
  PRINCEPIPE             2021-05-24   2021-06-21     723.80     685.00     10      -388.00 swap: score 59.5 → PRECOT-BE (86.1)
  SAREGAMA               2021-03-22   2021-06-21     140.05     248.10     47    +5,078.35 swap: score 64.4 → ECLERX (85.8)
  GOKEX                  2021-05-24   2021-06-21     130.45     137.70     48      +348.00 swap: score 66.0 → ZSARACOM (85.7)
  AXISCADES              2021-06-14   2021-06-21      96.90      80.12     59      -990.02 hard stoploss hit on 2021-06-21 (low=79.00)
  ZSARACOM               2021-06-21   2021-06-25   3,140.00   2,843.81      4    -1,184.76 hard stoploss hit on 2021-06-25 (low=2840.50)
  SHAKTIPUMP             2021-05-31   2021-06-28     126.05     127.95     58      +110.20 stoploss hit
  RELIGARE               2021-06-14   2021-06-28     138.50     126.00     42      -525.00 swap: score 66.2 → ELECTHERM (86.6)
  HGS                    2021-06-14   2021-06-29   1,294.50   1,154.50      6      -840.00 close-based stoploss sell at open on 2021-06-29
  KIRLOSBROS             2021-05-31   2021-06-30     372.00     393.80     19      +414.20 hard stoploss hit on 2021-06-30 (low=392.05)
  TNPETRO                2021-04-26   2021-07-05      73.65     124.00     86    +4,330.10 swap: score 66.4 → UTTAMSUGAR (88.6)
  UTTAMSUGAR             2021-07-05   2021-07-08     279.00     233.48     25    -1,138.00 hard stoploss hit on 2021-07-08 (low=231.55)
  CENTENKA               2021-06-07   2021-07-12     400.00     414.90     20      +298.00 swap: score 63.1 → ISTLTD (87.0)
  BAJAJST                2021-06-21   2021-07-14     188.75     309.24     37    +4,458.13 hard stoploss hit on 2021-07-14 (low=306.85)
  ISTLTD                 2021-07-12   2021-07-14     650.00     560.66     13    -1,161.42 hard stoploss hit on 2021-07-14 (low=550.00)
  ELECTHERM              2021-06-28   2021-07-19     174.95     155.10     33      -655.05 swap: score 55.1 → KAYA (86.1)
  BFUTILITIE-BZ          2021-06-28   2021-07-19     526.00     512.60     13      -174.20 swap: score 65.8 → DOLATALGO (85.8)
  VENKEYS                2021-06-28   2021-07-22   3,444.00   3,082.86      2      -722.28 hard stoploss hit on 2021-07-22 (low=2919.30)
  GANDHITUBE             2021-06-28   2021-07-26     429.00     470.00     23      +943.00 swap: score 68.2 → JSWENERGY (86.5)
  ECORECO                2021-07-26   2021-07-27     118.00      99.35     63    -1,174.95 hard stoploss hit on 2021-07-27 (low=98.95)
  GENUSPOWER             2021-07-12   2021-08-02      75.70      71.10    117      -538.20 swap: score 63.7 → IMFA (86.8)
  3BBLACKBIO             2021-07-05   2021-08-02     643.00     622.03     11      -230.67 hard stoploss hit on 2021-08-02 (low=620.00)
  XPROINDIA              2021-08-02   2021-08-03     220.00     195.55     53    -1,295.85 hard stoploss hit on 2021-08-03 (low=193.10)
  INFOBEAN               2021-06-07   2021-08-05     312.00     442.25     20    +2,605.00 close-based stoploss sell at open on 2021-08-05
  IMFA                   2021-08-02   2021-08-05     480.00     420.75     21    -1,244.25 hard stoploss hit on 2021-08-05 (low=412.95)
  DVL                    2021-05-17   2021-08-05     137.50     275.25     45    +6,198.75 hard stoploss hit on 2021-08-05 (low=255.60)
  ECLERX                 2021-06-21   2021-08-09   1,199.95   1,482.05      7    +1,974.70 swap: score 64.7 → PGIL (86.3)
  ADOR                   2021-06-07   2021-08-09     541.00     725.20     13    +2,394.60 swap: score 67.0 → PRIVISCL (86.3)
  EXPLEOSOL              2021-07-19   2021-08-10   1,261.00   1,132.40      6      -771.60 close-based stoploss sell at open on 2021-08-10
  TNPETRO                2021-08-09   2021-08-10     148.70     131.09     79    -1,391.19 hard stoploss hit on 2021-08-10 (low=124.20)
  COSMOFIRST             2021-08-09   2021-08-10     940.65     833.53     13    -1,392.56 hard stoploss hit on 2021-08-10 (low=793.90)
  PGIL                   2021-08-09   2021-08-10     208.50     174.85     38    -1,278.70 hard stoploss hit on 2021-08-10 (low=171.30)
  VLSFINANCE             2021-07-05   2021-08-10     196.00     202.61     38      +251.18 hard stoploss hit on 2021-08-10 (low=199.00)
  ZOTA                   2021-08-09   2021-08-11     375.05     320.63     24    -1,306.08 hard stoploss hit on 2021-08-11 (low=319.00)
  PDSL                   2021-08-09   2021-08-11     302.00     260.37     32    -1,332.16 hard stoploss hit on 2021-08-11 (low=251.00)
  NAHARSPING             2021-05-24   2021-08-11     134.65     400.39     58   +15,412.92 hard stoploss hit on 2021-08-11 (low=393.15)
  DOLATALGO              2021-07-19   2021-08-11     106.75     103.24     81      -284.31 hard stoploss hit on 2021-08-11 (low=101.20)
  PRECOT-BE              2021-06-21   2021-08-11     212.00     244.98     46    +1,517.08 hard stoploss hit on 2021-08-11 (low=244.85)
  KAYA                   2021-07-19   2021-08-11     506.00     431.01     16    -1,199.84 hard stoploss hit on 2021-08-11 (low=420.00)
  GLOBUSSPR              2021-08-16   2021-08-18     988.00     908.90     14    -1,107.40 close-based stoploss sell at open on 2021-08-18
  SAGCEM                 2021-08-09   2021-08-18     308.40     273.48     40    -1,396.80 hard stoploss hit on 2021-08-18 (low=252.80)
  TECHNVISN              2021-08-16   2021-08-23     266.00     216.70     34    -1,676.20 stoploss hit
  GOKEX                  2021-07-19   2021-08-23     205.00     200.05     42      -207.90 stoploss hit
  HIKAL                  2021-08-16   2021-08-23     699.80     594.44     13    -1,369.68 hard stoploss hit on 2021-08-23 (low=575.00)
  JKPAPER                2021-08-16   2021-08-23     264.35     224.37     35    -1,399.30 hard stoploss hit on 2021-08-23 (low=218.10)
  JSWENERGY              2021-07-26   2021-08-24     240.95     213.85     44    -1,192.40 close-based stoploss sell at open on 2021-08-24
  NELCO                  2021-08-23   2021-08-24     564.95     494.22     20    -1,414.60 hard stoploss hit on 2021-08-24 (low=490.25)
  GOLDIAM                2021-08-16   2021-08-24     147.00     130.96     79    -1,267.16 hard stoploss hit on 2021-08-24 (low=130.00)
  ARIHANTSUP             2021-08-16   2021-09-01     120.65     103.10     81    -1,421.55 hard stoploss hit on 2021-09-01 (low=102.80)
  PRIVISCL               2021-08-09   2021-09-13   1,737.00   1,824.00      4      +348.00 swap: score 70.7 → IEX (91.6)
  COSMOFIRST             2021-08-16   2021-09-13     913.35     876.65      9      -330.30 swap: score 70.9 → STEL (90.6)
  BASF                   2021-08-16   2021-09-20   3,679.70   3,410.00      3      -809.10 swap: score 63.6 → BALAMINES (88.5)
  KPITTECH               2021-08-16   2021-09-20     338.30     312.60     39    -1,002.30 swap: score 68.5 → RPSGVENT (88.4)
  ADANIENSOL             2021-09-06   2021-09-22   1,784.00   1,560.80      6    -1,339.20 close-based stoploss sell at open on 2021-09-22
  ARVINDFASN             2021-08-30   2021-09-27     269.85     255.90     28      -390.60 swap: score 59.2 → ARIHANTSUP (87.9)
  APOLLOHOSP             2021-08-30   2021-09-27   4,790.20   4,748.80      3      -124.20 swap: score 62.9 → GNA (87.4)
  MAXHEALTH              2021-08-23   2021-10-04     334.00     359.90     37      +958.30 swap: score 64.1 → SRAMSET (90.3)
